ID_kinopoisk,week,month,screens,budget,age_R,time,genre_box_buget,genre_avr_kinopoisk_R,genre_avr_box,genre_avr_views,genre2_box_buget,genre2_avr_kinopoisk_R,genre2_avr_box,genre2_avr_views,dir_box_buget,dir_avr_kinopoisk_R,dir_avr_box,dir_avr_views,skr1_box_buget,skr1_avr_kinopoisk_R,skr1_avr_box,skr1_avr_views,skr2_box_buget,skr2_avr_kinopoisk_R,skr2_avr_box,skr2_avr_views,box_budget,kinopoisk_R,box,views,rezult,rezult4
104143.0,34,8,187,70723000.0,16.0,111.0,0.51,6.18,66377566,0,0.2,6.64,25838222.0,152580.0,0.35,6.4,25000000,229000,0.74,5.56,80800000.0,608200.0,0.35,6.4,25000000.0,229000.0,0.35,6.4,25000000,229000,0,0
49345.0,36,9,208,282892000.0,16.0,110.0,0.79,5.96,52280641,0,0.72,6.04,64354863.0,319428.0,0.33,4.95,52324000,334050,0.16,4.65,40000000.0,297000.0,0.16,2.3,44000000.0,418000.0,0.16,2.3,44000000,418000,0,0
103339.0,38,9,201,90525440.0,16.0,117.0,0.79,5.96,52280641,0,0.72,6.04,64354863.0,319428.0,2.16,4.8,457000000,2008250,1.06,4.4,96300000.0,803250.0,1.06,3.85,95531500.0,800126.0,2.11,3.0,191000000,1600000,1,2
84674.0,40,9,361,189537640.0,16.0,139.0,0.51,6.18,66377566,0,0.62,6.12,178661524.0,918274.0,1.71,5.35,887500000,4133333,1.32,5.58,131646923.0,907207.0,0.25,5.9,24275000.0,124000.0,3.6,6.7,682000000,6100000,1,3
104895.0,41,10,106,42433800.0,16.0,103.0,1.88,5.36,129218872,0,0.72,6.04,64354863.0,319428.0,0.49,6.68,52833333,287167,2.22,6.18,312495200.0,1919820.0,0.25,5.9,24275000.0,124000.0,0.24,6.0,10000000,82000,0,0
252117.0,43,10,67,48091640.0,12.0,95.0,1.88,5.36,129218872,0,0.72,6.04,64354863.0,319428.0,0.04,5.85,1550000,13050,0.04,6.4,2000000.0,17000.0,0.04,6.4,2000000.0,17000.0,0.04,6.4,2000000,17000,0,0
93006.0,46,11,200,96183280.0,16.0,97.0,0.51,6.18,66377566,0,0.76,6.07,197673318.0,855588.0,0.33,4.95,52324000,334050,0.28,6.5,25634500.0,210750.0,0.53,5.8,51000000.0,420000.0,0.53,5.8,51000000,420000,0,0
230629.0,46,11,25,70723000.0,16.0,100.0,0.51,6.18,66377566,0,1.2,5.66,65963821.0,350550.0,0.16,5.83,12002000,57203,0.25,6.08,16500000.0,107133.0,0.25,5.9,24275000.0,124000.0,0.02,5.3,1300000,9800,0,0
160898.0,46,11,122,84867600.0,16.0,90.0,0.64,5.75,58360893,0,0.93,5.66,77988391.0,374342.0,0.61,6.43,68750000,464750,0.27,5.85,38000000.0,209500.0,0.25,5.9,24275000.0,124000.0,0.25,7.0,21000000,170000,0,0
251966.0,53,12,79,565784000.0,18.0,96.0,1.88,5.36,129218872,0,0.72,6.04,64354863.0,319428.0,0.1,5.95,29096000,143025,1.66,6.48,157315000.0,1522075.0,1.66,6.33,209666667.0,2029000.0,0.02,5.7,11000000,87000,0,0
79925.0,53,12,518,118814640.0,12.0,132.0,0.64,5.75,58360893,0,0.99,5.03,162379971.0,1074947.0,4.24,5.88,646912500,4028625,2.22,6.18,312495200.0,1919820.0,0.25,5.9,24275000.0,124000.0,7.73,6.0,919000000,7400000,1,3
103414.0,6,2,405,67946250.0,16.0,98.0,0.51,6.18,66377566,0,0.76,6.07,197673318.0,855588.0,1.23,5.68,87271800,667060,1.09,6.04,88866600.0,632140.0,2.12,6.25,151000000.0,1234000.0,4.02,6.7,273000000,2300000,1,3
161139.0,7,2,96,40767750.0,16.0,97.0,1.88,5.36,129218872,0,0.93,5.66,77988391.0,374342.0,0.32,4.83,33433333,177333,0.18,6.8,7300000.0,67000.0,0.25,5.9,24275000.0,124000.0,0.18,6.8,7300000,67000,0,0
252012.0,8,2,56,12230325.0,12.0,94.0,0.99,5.83,70413704,0,0.93,5.66,77988391.0,374342.0,0.44,6.4,5400000,43000,0.44,6.4,5400000.0,43000.0,0.25,5.9,24275000.0,124000.0,0.44,6.4,5400000,43000,0,0
79850.0,9,2,121,114149700.0,16.0,115.0,0.51,5.46,72898160,0,0.8,5.49,143068091.0,596330.0,4.24,5.88,646912500,4028625,0.03,6.1,3300000.0,29000.0,0.03,6.1,3300000.0,29000.0,0.03,6.1,3300000,29000,0,0
103370.0,9,2,292,135892500.0,12.0,78.0,1.19,6.07,148983326,0,0.72,6.04,64354863.0,319428.0,1.13,7.2,153000000,1600000,1.66,6.48,157315000.0,1522075.0,1.66,6.33,209666667.0,2029000.0,1.13,7.2,153000000,1600000,0,1
252007.0,10,3,143,79817750.0,0.0,133.0,0.51,6.18,66377566,0,0.93,5.66,77988391.0,374342.0,0.04,5.83,9809333,71867,0.0,6.2,24000000.0,181000.0,0.0,6.05,14500000.0,107000.0,0.29,6.2,24000000,181000,0,0
79883.0,11,3,415,135892500.0,18.0,115.0,0.51,6.18,66377566,0,1.31,5.47,48521300.0,327280.0,1.44,6.3,268480000,1510600,0.92,5.31,66911571.0,496561.0,1.32,6.3,177901500.0,1401500.0,2.61,6.0,355000000,2800000,1,2
147818.0,12,3,279,40767750.0,0.0,68.0,1.88,5.36,129218872,0,1.02,5.45,110578661.0,554570.0,0.97,6.09,44733333,411667,2.48,7.5,101000000.0,1100000.0,2.48,7.5,101000000.0,1100000.0,2.48,7.5,101000000,1100000,1,2
404920.0,12,3,8,79817750.0,12.0,120.0,0.51,6.18,66377566,0,0.93,5.66,77988391.0,374342.0,0.0,6.4,583000,7300,0.0,6.4,583000.0,7300.0,2.19,6.35,311145750.0,1207825.0,0.29,6.4,583000,7300,0,0
161182.0,12,3,100,95124750.0,12.0,90.0,0.94,5.23,181394667,0,1.02,5.45,110578661.0,554570.0,0.09,3.8,8800000,23000,0.09,3.8,8800000.0,23000.0,0.06,4.55,4300000.0,12567.0,0.09,3.8,8800000,23000,0,0
161140.0,13,3,229,81535500.0,18.0,110.0,0.79,5.96,52280641,0,0.66,3.64,23157143.0,152571.0,0.69,5.4,56000000,461000,0.49,5.87,29333333.0,237333.0,0.69,5.4,56000000.0,461000.0,0.69,5.4,56000000,461000,0,0
271793.0,14,3,46,67946250.0,12.0,108.0,1.88,5.36,129218872,0,1.02,5.45,110578661.0,554570.0,0.08,5.95,4100000,26500,0.08,5.8,5500000.0,40000.0,0.08,5.8,5500000.0,40000.0,0.08,5.8,5500000,40000,0,0
161141.0,15,4,387,95124750.0,16.0,125.0,0.64,5.75,58360893,0,0.99,5.03,162379971.0,1074947.0,1.96,6.7,215333333,1420000,0.9,6.2,86050000.0,703550.0,1.8,6.6,171000000.0,1400000.0,1.8,6.6,171000000,1400000,0,1
252063.0,17,4,333,29896350.0,12.0,86.0,1.88,5.36,129218872,0,1.2,5.66,65963821.0,350550.0,3.18,6.93,75966667,618000,6.72,7.1,201000000.0,1700000.0,3.39,5.5,103250000.0,865000.0,6.72,7.1,201000000,1700000,1,3
252118.0,19,5,144,79817750.0,16.0,84.0,0.51,6.18,66377566,0,0.76,6.07,197673318.0,855588.0,0.0,6.6,15000000,124000,0.0,6.6,15000000.0,124000.0,0.0,6.6,15000000.0,124000.0,0.29,6.6,15000000,124000,0,0
252100.0,19,5,50,40767750.0,16.0,86.0,0.51,6.18,66377566,0,0.93,5.66,77988391.0,374342.0,0.14,5.5,3400000,21950,0.14,6.8,5700000.0,38000.0,1.62,6.07,116233333.0,643667.0,0.14,6.8,5700000,38000,0,0
464890.0,21,5,5,79817750.0,12.0,95.0,0.94,5.23,181394667,0,0.72,6.04,64354863.0,319428.0,0.0,0.0,202000,2500,0.0,0.0,202000.0,2500.0,0.0,0.0,202000.0,2500.0,0.29,6.0,202000,2500,0,0
255356.0,22,5,28,79817750.0,16.0,93.0,0.79,5.96,52280641,0,0.72,6.04,64354863.0,319428.0,0.0,6.2,2000000,12000,0.0,6.2,2000000.0,12000.0,0.0,6.2,2000000.0,12000.0,0.29,6.2,2000000,12000,0,0
208024.0,24,6,210,79817750.0,18.0,105.0,0.79,5.96,52280641,0,1.2,5.66,65963821.0,350550.0,0.12,6.6,24940200,138340,1.2,6.03,424666667.0,1660667.0,0.25,5.9,24275000.0,124000.0,0.29,5.5,38000000,301000,0,0
252099.0,24,6,52,79817750.0,16.0,95.0,1.88,5.36,129218872,0,0.93,5.66,77988391.0,374342.0,0.27,6.99,22106375,77488,0.0,5.88,1804250.0,10550.0,0.0,5.88,1804250.0,10550.0,0.29,7.2,5100000,34000,0,0
178722.0,25,6,103,35332050.0,16.0,104.0,0.51,6.18,66377566,0,1.2,5.66,65963821.0,350550.0,0.87,6.85,31733333,225167,0.79,7.1,28000000.0,199000.0,1.77,6.97,18566667.0,124000.0,0.79,7.1,28000000,199000,0,0
252125.0,25,6,10,19024950.0,18.0,92.0,0.51,6.18,66377566,0,0.93,5.66,77988391.0,374342.0,0.02,6.7,4543000,22150,0.58,6.38,36627200.0,263120.0,0.14,6.3,6093000.0,25650.0,0.01,6.8,186000,1300,0,0
254977.0,27,6,70,79817750.0,16.0,80.0,0.99,5.83,70413704,0,0.93,5.66,77988391.0,374342.0,0.28,6.8,16940000,74420,0.38,6.7,24650000.0,114500.0,0.25,5.9,24275000.0,124000.0,0.29,6.4,7300000,56000,0,0
86203.0,28,7,134,86971200.0,16.0,140.0,1.88,5.36,129218872,0,1.31,5.47,48521300.0,327280.0,0.09,6.6,7800000,57000,0.09,6.6,7800000.0,57000.0,0.25,5.9,24275000.0,124000.0,0.09,6.6,7800000,57000,0,0
161100.0,31,7,207,29896350.0,18.0,95.0,0.51,6.18,66377566,0,1.31,5.47,48521300.0,327280.0,1.1,2.25,40000000,325500,0.92,5.31,66911571.0,496561.0,0.25,5.9,24275000.0,124000.0,1.47,3.0,44000000,375000,0,1
256502.0,33,8,70,29896350.0,18.0,88.0,0.64,5.75,58360893,0,0.98,5.39,16143509.0,75995.0,0.21,3.5,6200000,42000,0.21,3.5,6200000.0,42000.0,0.25,5.9,24275000.0,124000.0,0.21,3.5,6200000,42000,0,0
161085.0,33,8,151,79817750.0,16.0,92.0,1.88,5.36,129218872,0,1.02,5.45,110578661.0,554570.0,0.0,6.2,38000000,311000,0.0,6.2,38000000.0,311000.0,0.0,6.2,38000000.0,311000.0,0.29,6.2,38000000,311000,0,0
257769.0,35,8,60,79817750.0,0.0,110.0,1.88,5.36,129218872,0,0.93,5.66,77988391.0,374342.0,0.0,5.3,3508500,37000,0.0,5.3,6200000.0,62000.0,0.0,5.3,3508500.0,37000.0,0.29,5.3,6200000,62000,0,0
257380.0,36,8,315,46203450.0,16.0,90.0,1.88,5.36,129218872,0,0.99,5.03,162379971.0,1074947.0,0.56,4.3,37915600,320200,0.74,5.56,80800000.0,608200.0,0.25,5.9,24275000.0,124000.0,0.78,4.0,36000000,313000,0,0
253753.0,37,9,9,27178500.0,16.0,104.0,0.51,6.18,66377566,0,0.93,5.66,77988391.0,374342.0,0.19,3.6,28586500,172150,0.01,5.8,173000.0,1300.0,0.25,5.9,24275000.0,124000.0,0.01,5.8,173000,1300,0,0
47270.0,37,9,395,1087140000.0,16.0,112.0,0.51,6.18,66377566,0,0.62,6.12,178661524.0,918274.0,0.13,6.15,60700000,455800,0.05,5.55,34600000.0,279000.0,0.25,5.9,24275000.0,124000.0,0.06,5.9,67000000,546000,0,0
256503.0,39,9,300,43485600.0,18.0,98.0,0.51,6.18,66377566,0,0.76,6.07,197673318.0,855588.0,0.79,6.73,57975000,318625,1.02,6.35,48500000.0,353000.0,1.01,6.85,43650000.0,334000.0,1.98,7.0,86000000,657000,0,1
276108.0,39,9,15,79817750.0,16.0,77.0,1.88,5.36,129218872,0,0.98,5.39,16143509.0,75995.0,0.0,5.3,758000,7600,0.0,5.3,758000.0,7600.0,0.0,5.3,758000.0,7600.0,0.29,5.3,758000,7600,0,0
103413.0,40,9,265,86971200.0,16.0,105.0,0.51,5.46,72898160,0,0.93,5.66,77988391.0,374342.0,0.2,3.3,17000000,142000,0.2,3.3,17000000.0,142000.0,0.2,3.3,17000000.0,142000.0,0.2,3.3,17000000,142000,0,0
256530.0,41,10,92,24460650.0,18.0,74.0,1.88,5.36,129218872,0,0.72,6.04,64354863.0,319428.0,0.24,6.88,6250000,40575,0.24,6.5,5962250.0,39489.0,0.25,5.9,24275000.0,124000.0,0.57,6.6,14000000,105000,0,0
161069.0,42,10,378,135892500.0,16.0,108.0,0.94,5.23,181394667,0,1.2,5.66,65963821.0,350550.0,0.98,5.73,111333333,879667,0.81,4.4,110000000.0,822000.0,2.05,3.45,177500000.0,1211000.0,0.81,4.4,110000000,822000,0,0
260908.0,43,10,82,35332050.0,16.0,105.0,0.64,5.75,58360893,0,0.93,5.66,77988391.0,374342.0,0.13,6.0,4500000,33000,0.13,6.0,4500000.0,33000.0,0.25,5.9,24275000.0,124000.0,0.13,6.0,4500000,33000,0,0
252040.0,45,11,226,81535500.0,16.0,110.0,0.64,5.75,58360893,0,0.99,5.03,162379971.0,1074947.0,0.41,5.5,86000000,564000,0.48,5.05,118500000.0,887500.0,0.48,5.05,118500000.0,887500.0,0.45,6.0,37000000,275000,0,0
259998.0,45,11,98,79817750.0,16.0,110.0,1.88,5.36,129218872,0,0.72,6.04,64354863.0,319428.0,0.0,7.6,13000000,95000,0.0,7.6,13000000.0,95000.0,0.25,5.9,24275000.0,124000.0,0.29,7.6,13000000,95000,0,0
271513.0,48,11,203,21742800.0,16.0,100.0,1.88,5.36,129218872,0,0.72,6.04,64354863.0,319428.0,3.54,6.5,130256800,535460,0.92,7.05,20321000.0,119325.0,0.25,5.9,24275000.0,124000.0,2.02,6.9,44000000,309000,1,2
266950.0,48,11,94,54357000.0,16.0,105.0,0.79,5.96,52280641,0,0.72,6.04,64354863.0,319428.0,0.1,5.4,6600000,38500,1.06,5.23,58851500.0,244200.0,0.25,5.9,24275000.0,124000.0,0.16,4.3,8700000,61000,0,0
257337.0,48,11,194,40767750.0,16.0,112.0,0.51,6.18,66377566,0,0.93,5.66,77988391.0,374342.0,0.49,6.68,52833333,287167,1.18,5.98,42453800.0,301320.0,0.25,5.9,24275000.0,124000.0,1.57,7.9,64000000,481000,0,1
208895.0,49,11,314,67946250.0,18.0,95.0,0.87,4.67,42146564,0,0.93,5.66,77988391.0,374342.0,1.09,3.33,103000000,762000,1.88,3.7,128000000.0,1100000.0,1.88,3.7,128000000.0,1100000.0,1.88,3.7,128000000,1100000,0,1
271973.0,51,12,20,79817750.0,12.0,85.0,1.88,5.36,129218872,0,0.93,5.66,77988391.0,374342.0,0.0,5.2,800000,40000,0.0,5.2,800000.0,40000.0,0.25,5.9,24275000.0,124000.0,0.29,5.2,800000,40000,0,0
252116.0,52,12,15,79817750.0,6.0,125.0,1.88,5.36,129218872,0,0.93,5.66,77988391.0,374342.0,0.24,6.0,23669000,108650,0.0,5.3,338000.0,2300.0,0.25,5.9,24275000.0,124000.0,0.29,5.3,338000,2300,0,0
161128.0,52,12,35,326142000.0,16.0,137.0,0.86,5.34,141798727,0,0.93,5.66,77988391.0,374342.0,0.01,6.4,2400000,17000,0.01,6.4,2400000.0,17000.0,0.01,6.7,3650000.0,26500.0,0.01,6.4,2400000,17000,0,0
81371.0,53,12,601,271785000.0,16.0,136.0,0.86,5.34,141798727,0,0.99,5.03,162379971.0,1074947.0,1.56,6.4,656100000,2961840,1.1,5.47,285833333.0,1736400.0,1.94,4.3,528000000.0,4100000.0,1.94,4.3,528000000,4100000,0,1
271732.0,53,12,600,38049900.0,12.0,95.0,1.88,5.36,129218872,0,0.93,5.66,77988391.0,374342.0,6.77,5.43,182500000,1072500,7.08,5.5,306500000.0,1911000.0,0.25,5.9,24275000.0,124000.0,10.78,4.2,410000000,3000000,1,3
257773.0,4,1,294,76716300.0,18.0,112.0,0.79,5.96,52280641,0,0.72,6.04,64354863.0,319428.0,0.69,5.05,50791800,318540,0.72,3.7,55000000.0,404000.0,0.25,5.9,24275000.0,124000.0,0.72,3.7,55000000,404000,0,0
275099.0,5,2,80,127860500.0,16.0,87.0,0.51,6.18,66377566,0,1.2,5.66,65963821.0,350550.0,0.02,5.77,2623333,19051,1.31,5.47,82766667.0,317550.0,0.25,5.9,24275000.0,124000.0,0.06,6.1,7200000,54000,0,0
161083.0,5,2,263,33243730.0,18.0,123.0,0.51,6.18,66377566,0,0.66,3.64,23157143.0,152571.0,0.75,4.88,37000000,177250,1.11,3.7,37000000.0,307000.0,0.25,5.9,24275000.0,124000.0,1.11,3.7,37000000,307000,0,1
271974.0,6,2,143,28129310.0,18.0,91.0,1.88,5.36,129218872,0,0.98,5.39,16143509.0,75995.0,0.46,6.4,166300000,739333,0.57,4.3,9350000.0,63000.0,0.25,5.9,24275000.0,124000.0,0.57,5.6,16000000,110000,0,0
104984.0,8,2,506,255721000.0,16.0,88.0,0.94,5.23,181394667,0,0.93,5.46,77988391.0,374342.0,0.54,5.03,128000000,788000,0.51,4.7,130000000.0,1000000.0,0.51,4.7,130000000.0,1000000.0,0.51,4.7,130000000,1000000,0,0
160983.0,8,2,385,168775860.0,16.0,131.0,0.86,5.34,141798727,0,0.62,6.12,178661524.0,918274.0,0.83,6.5,140000000,978000,0.83,6.5,140000000.0,978000.0,0.25,5.9,24275000.0,124000.0,0.83,6.5,140000000,978000,0,0
254776.0,10,3,427,76716300.0,12.0,100.0,1.88,5.36,129218872,0,0.93,5.66,77988391.0,374342.0,1.83,5.45,112950000,803250,3.95,5.65,151758500.0,1100600.0,3.95,5.6,303000000.0,2200000.0,3.95,5.6,303000000,2200000,1,3
279043.0,11,3,240,38358150.0,12.0,98.0,0.79,5.96,52280641,0,0.62,6.12,178661524.0,918274.0,0.92,5.38,146250000,626250,1.02,5.9,39000000.0,281000.0,0.58,4.85,37000000.0,230500.0,1.02,5.9,39000000,281000,0,1
271975.0,13,3,28,30686520.0,16.0,89.0,1.88,5.36,129218872,0,0.93,5.66,77988391.0,374342.0,0.01,6.1,754333,4933,0.67,5.6,41455500.0,135688.0,0.03,5.4,768000.0,6000.0,0.03,5.4,768000,6000,0,0
276314.0,13,3,411,255721000.0,16.0,90.0,0.94,5.23,181394667,0,0.93,5.46,77988391.0,374342.0,0.54,5.03,128000000,788000,0.73,6.0,26270000.0,184200.0,0.25,5.9,24275000.0,124000.0,0.28,4.7,72000000,525000,0,0
271977.0,14,4,224,51144200.0,16.0,105.0,1.88,5.36,129218872,0,1.02,5.45,110578661.0,554570.0,0.22,5.6,18451667,142133,0.39,6.2,7063000.0,57857.0,0.39,6.35,10550000.0,86300.0,0.39,6.1,20000000,169000,0,0
275100.0,14,4,457,79817750.0,12.0,97.0,1.88,5.36,129218872,0,1.2,5.66,65963821.0,350550.0,1.06,6.9,113666667,731000,0.74,5.56,80800000.0,608200.0,0.25,5.9,24275000.0,124000.0,0.29,6.6,116000000,935000,0,0
271976.0,14,4,427,79817750.0,16.0,84.0,1.88,5.36,129218872,0,1.31,5.47,48521300.0,327280.0,0.56,4.3,37915600,320200,0.0,3.8,88000000.0,690000.0,0.12,5.73,51106750.0,298300.0,0.29,3.8,88000000,690000,0,0
81201.0,15,4,79,25572100.0,16.0,100.0,0.99,5.83,70413704,0,0.93,5.66,77988391.0,374342.0,0.34,6.69,17494000,83383,0.13,6.4,3200000.0,25000.0,0.25,5.9,24275000.0,124000.0,0.13,6.4,3200000,25000,0,0
279224.0,15,4,80,33243730.0,16.0,91.0,0.51,6.18,66377566,0,0.99,5.03,162379971.0,1074947.0,0.04,5.85,1550000,13050,0.58,6.39,45765429.0,201541.0,0.25,5.9,24275000.0,124000.0,0.03,5.3,1100000,9100,0,0
260338.0,16,4,171,25572100.0,16.0,112.0,1.88,5.36,129218872,0,0.72,6.04,64354863.0,319428.0,1.1,6.06,88440083,417553,0.78,7.7,20000000.0,170000.0,0.25,5.9,24275000.0,124000.0,0.78,7.7,20000000,170000,0,0
251967.0,16,4,126,79817750.0,16.0,94.0,0.51,6.18,66377566,0,0.93,5.66,77988391.0,374342.0,0.0,6.7,4700000,36000,2.75,6.9,13850000.0,86500.0,1.77,6.97,18566667.0,124000.0,0.29,6.7,4700000,36000,0,0
261359.0,17,4,313,79817750.0,16.0,92.0,1.88,5.36,129218872,0,0.98,6.2,224491500.0,916381.0,0.0,6.0,28000000,212000,0.01,4.6,14106500.0,106650.0,0.0,6.0,28000000.0,212000.0,0.29,6.0,28000000,212000,0,0
278155.0,18,5,130,79817750.0,16.0,82.0,0.51,6.18,66377566,0,0.62,6.12,178661524.0,918274.0,0.0,7.0,4900000,36000,0.0,7.0,4900000.0,36000.0,0.01,6.7,3650000.0,26500.0,0.29,7.0,4900000,36000,0,0
277532.0,18,5,82,76716300.0,16.0,100.0,1.88,5.36,129218872,0,1.02,5.45,110578661.0,554570.0,0.06,5.1,4700000,35000,0.06,5.1,4700000.0,35000.0,1.46,5.7,212350000.0,967500.0,0.06,5.1,4700000,35000,0,0
280154.0,19,5,75,30686520.0,16.0,92.0,0.51,6.18,66377566,0,1.2,5.66,65963821.0,350550.0,0.12,7.0,3600000,30000,0.12,5.65,2500000.0,18150.0,0.12,7.0,3600000.0,30000.0,0.12,7.0,3600000,30000,0,0
